,publisedAt,username,commentDisplay
1044,2025-11-11T12:20:17Z,@andritiyono8902,"semua yg usaha kecil dan umkm sebenarnya sudah redenominasi harga lewat brosur dan daftar harga di toko,cafe,lapak dan pasar.<br>biasanya 10k,20k 50k dll. Jadi Ini waktunya sudah tepat untuk redenominasi."
1045,2025-11-11T13:02:47Z,@massohirin4595,2 Rupiah dan 500 perak  = 2.500 nanti bilangnya begitukah
1046,2025-11-11T13:17:20Z,@thomasshelby5454,di cafe2 juga udah gitu kok semua cuma tulis Kopi Susu = 18
1047,2025-11-11T13:18:23Z,@intanfitri2722,"​@massohirin4595 2,500 rupiah jadi 2.5 rupiah gitu kak"
1048,2025-11-11T13:19:31Z,@adamcholizz3078,​@massohirin4595sekarang mana ada barang harga 500 perak
1049,2025-11-11T13:20:11Z,@whoiam99873,"​@massohirin45952,5 lah pintar"
1050,2025-11-11T12:19:52Z,@zakyalikhsan2343,"Kalau saya setuju redenominasi. Terutama buat nangkap para koruptor itu. Hanya saja, ini sosialisasinya harus sangat gencar, segencar-gencarnya di masyarakat. Dan saya takut kalau ternyata ada banyak miskomunikasi yang dilakukan oleh oknum-oknum tertentu yang gak mau bangsa ini maju."
1051,2025-11-11T12:19:24Z,@nandonenggol2400,KORUPTOR ketar ketir
1052,2025-11-11T12:19:22Z,@sharnyo,Dollar nanti juga naik per 1000
1053,2025-11-11T12:19:11Z,@teungkuibrahim3535,nyetakk duit baruu emang anggaran ya boleh metik dri pohon😂 psti pke apbn blom lg nanti ada oknum2 yg jahat. gk usah lah redominisasi mending fokus perbanyak swasembada ajaa kta kan negara tropis
1054,2025-11-11T12:18:05Z,@niwayansriasih4521,"Semoga tdk terulang kejadian 1965, ortu q kena 3 jt jd 3000, uang dipotong, harga g desesuaikan jaman itu, bayangin bisnis ortu hampir bangrut"
1055,2025-11-11T12:17:40Z,@Pupuzela,"Ribet banget anjir, kita beda situasi, sekarang media sosial udah bisa ngedidik apa itu redominasi ke banyak lapisan masyarakat, lagian kita pun udah pake redenominasi versi akar rumput, contoh 100.000 jadi 100k, 5.000 jadi 5k, ga usah terlalu ribet buat takut-takutlah ye."
1056,2025-11-11T23:38:53Z,@mmnaning,Betul terlalu bnyk org yg bikin opini ngalor ngidul pdhal di masy sdh terbiasa bilang 100rb jd 100 tinggal realisasinya sj
1057,2025-11-12T00:40:57Z,@OrderKuota-n3n,Iya lagian kondisinya beda jauh sama 1965...😂
1058,2025-11-11T12:17:16Z,@soeckoiskandar8781,Sebenernya bukan usulan pak Purbaya tapi dari BI. Info dari anak pak Purbaya sendiri
1059,2025-11-11T12:16:41Z,@Udin-,ngerinya klo koruptor bikin campaign demo2 kebijakan gara2 gabisa tuker uang korupsinya🤯
1060,2025-11-11T12:16:22Z,@ryohamaru,redenominasi hanya akan gagal jika dilakukan saat kondisi ekonomi inflasi 2 digit. Apakah skrg inflasi 2 digit keatas sampai 2027?
1061,2025-11-11T12:15:49Z,@bahtiarrifa11jtditonton45,"500 rp jadi 0,5 rupiah dong"
1062,2025-11-11T12:15:29Z,@PentolKorek-i5h,Tahun 65 redenominasi? Gak salah om? Bukannya sanering?  😅 Awas bisa penyesatan lu 🤣🤣
1063,2025-11-11T12:15:26Z,@ahmadluthfi8071,ga yakin dengan redenominasi sih gw<br>lagian kenapa pengenya buru2 banget 2026 udah kelar orang mulai aja belom.<br>harusnya sosialisasi dulu ke masyarakat dengan timeline yg jelas jgn tiba2 banget kaya IKN yang jadi ga jelas
1064,2025-11-11T12:13:39Z,@CandaceJustin-m8x,"Iseng daftar ✨GA 𝐑𝐔𝐃a 𝐇𝐎 Ki 🌟, eh malah meledak 15jt,  bikin kaget 💎"
1065,2025-11-11T12:13:28Z,@FrancescSumerson,"Member baru✨GA 𝐑𝐔𝐃a 𝐇𝐎 Ki 🌟 nih, gak nyangka langsung dikasih hoki 😍"
1066,2025-11-11T12:13:23Z,@DouglasColwell-b5j,"Iseng daftar ✨GA 𝐑𝐔𝐃a 𝐇𝐎 Ki 🌟, eh malah meledak 15jt,  bikin kaget 💎"
1067,2025-11-11T12:13:17Z,@JeesunScheinman,Emang gak ada yang bisa ngalahin serunya GA 𝐑𝐔𝐃a 𝐇𝐎 KI❤️
1068,2025-11-11T12:13:11Z,@DaphnaRizo,"Dari modal receh, hasilnya bikin kaget!❤️GA 𝐑𝐔𝐃a 𝐇𝐎 KI❤️"
1069,2025-11-11T12:13:04Z,@MilagrosEwing,"Baru join semalem, langsung pecah ❤️❤️GA 𝐑𝐔𝐃a 𝐇𝐎 KI❤️❤️ 😱🔥 mantap bener situs ini!"
1070,2025-11-11T12:12:58Z,@AmdiaTrentacoste,"jujur awalnya ga percaya karna iklan ✨GA 𝐑𝐔𝐃a 𝐇𝐎 Ki ✨, pas di coba malah di kasih scter terus menerus,, gila sihh!!! 🤯"
1071,2025-11-11T12:12:53Z,@NuriaHays,"WD cair cuma 5 menit, pelayanan cepat banget hanya ❤️❤️GA 𝐑𝐔𝐃a 𝐇𝐎 KI❤️❤️"
1072,2025-11-11T12:12:47Z,@ChanceLandy,Baru join gak sampai sejam udah pecah maxwin 😭🎉GA 𝐑𝐔𝐃a 𝐇𝐎 KI⚡️
1073,2025-11-11T12:12:35Z,@RoryLloyd-n5z,"Member baru ✨GA 𝐑𝐔𝐃a 𝐇𝐎 Ki 🌟langsung jepe, fix sih bukan sekedar mimpi 😍🔥"
1074,2025-11-11T12:12:30Z,@ArnoldoUlrich,"“Ternyata bukan hanya keren, tapi juga sehat dan sporty. GA 𝐑𝐔𝐃a 𝐇𝐎 KI❤️👍”"
1075,2025-11-11T12:12:19Z,@Belekbek123,"Setuju...sama kaya saya,,,minimal aja deh dari redenom cuma di tangah aja,,,GK bikin baik ekonomi GK bikin buruk ekonomi, cuma dapat baju baru aja buat mata uang Rp sudah bagus,,,krna masih ngeri ngeri sedap saya rasa...klu jadi pun moga aja bisa baik hasil nya...dukung nggak kontra pun ngga...gitu aja."
1076,2025-11-11T12:12:14Z,@BeldonParikh-w3t,"Baru join✨GA 𝐑𝐔𝐃a 𝐇𝐎 Ki 🌟, eh langsung disambut sceter hitam manis 😭💎"
1077,2025-11-11T12:12:11Z,@QuinnLuxton,Gila hoki! Main modal receh malah tembus 20jt ❤️❤️GA 𝐑𝐔𝐃a 𝐇𝐎 KI❤️❤️
1078,2025-11-11T12:11:36Z,@ETAMPUBOLON-b7m,Rata rata rakyat Indonesia hanya percaya sama pak Purbaya di bandingkan pemerintah.    Pak Purbaya yang selama ini di ingin kan rakyat Indonesia
1079,2025-11-11T12:09:33Z,@PatGamingMusic,"Banyak orang misleading ttg ini. Redenominasi bukan penyebab ekonomi runtuh, namun redenominasi merupakan pengakuan pemerintah bahwa yes, ekonomi kita UDAH jelek &amp; kita redenominasi demi mengembalikan kepercayaan pasar. Opini gua sebenernya ini <a href=""https://www.youtube.com/watch?v=II3bBGHCL_g&amp;t=3050"">50:50</a> gambling game. Kalau mau ini berhasil:<br>1. Pemerintah harus meyakinkan pasar bahwa 100 ribu = 100, 99.900 ribu = 99.9 bukan dibuletin 100 supaya tidak ada additional inflasi<br>2. Pemerintah harus bisa tekan inflasi di bawah 2% KONSISTEN SELAMA 10 TAHUN selama transisi<br>3. Pemerintah harus usaha max. supaya pasar tetep percaya akan idr &amp; gak akan pakai USD<br><br>Kalau berhasil, kita bisa selangkah menuju negara maju 2045. Kalau gagal, kita akan seperti venezuela."
1080,2025-11-11T13:05:07Z,@eddykof8958,Masalahnya pemerintah kita itu susah dibikin susah lagi
1081,2025-11-11T12:08:50Z,@BromanKoyan2,Duit negara sy .rm1.rm2 rm5 rm10 rm20.rm50 paling besar.rm100.
1082,2025-11-11T12:08:48Z,@kuku_Badak,Aku bangga mas sama emass
1083,2025-11-11T12:08:39Z,@HanaHanaHana31,"Inflasi kita rendah sekitar 2,% dan pertumbuhan ekonomi kita masih diatas 5% atau 4,% jadi menurut gua masih amanlah. Kecuali kita krisis parah dan lagi hiperinflasi baru deh mending jangan, karena resiko lebih tinggi. Dan juga sekarang sosialisasi berbasis media sosial dan influencer macam koh Raymond ini udah masif juga."
1084,2025-11-11T12:22:27Z,@rioferdianto3522,"Waduh bu saya sebagai pekerja, inflasi sangat gila tapi gaji enggk naik"
1085,2025-11-11T12:27:13Z,@pemburubadai9093,Yakin ?😂
1086,2025-11-11T12:33:52Z,@HanaHanaHana31,"​@rioferdianto3522 Kalau berdasarkan cost living mah ya keliatannya parah lah bang, supply dan demand yang membuat semua itu terasa tinggi karena populasi manusia meningkat pesat dan perubahan iklim juga makin memperburuk kondisinya. Tapi emang data dari Bank Dunia juga gak gede bang inflasi mata uang kita, kalau gak redenominasi tikus tikus busuk makin merajalela nantinya."
1087,2025-11-11T13:00:59Z,@noily8974,"Pasti inflasi, sedikit banyak, setelah redenominasi, psikologi 12,5 dibulatkan oportunitif jadi 13"
1088,2025-11-11T13:36:10Z,@HanaHanaHana31,"​@noily8974 Iya kalau pembayaran masih secara masif dengan menggunakan uang cash, sekarang sudah banyak yang melek digitalisasi, buktinya penggunaan QRIS aja sudah semasif itu kok."
1089,2025-11-11T12:08:32Z,@shiome9709,Media tempo hanya suara para koruptor yg jd backingnya😂
1090,2025-11-11T12:08:17Z,@bahtiarrifa11jtditonton45,"Koruptor akan ketar ketir, dan akan menghalalkan segala cara untuk menghadang pak Purbaya,,"
1091,2025-11-11T12:08:05Z,@susanto4931,Dibikin seperti Malaysia ada ringgit dan sen jadi ada rupiah dan sen
1092,2025-11-11T12:07:59Z,@mazronz5758,"Sepertinya kl skrg dilakukan akan lbh siap, sosialisasi ke masyarakat akan lbh mudah dgn dukungan teknologi saat ini.. terpenting semua aspek dan elemen mendukung maka peluang keberhasilannya menjadi lbh besar."
1093,2025-11-11T12:07:53Z,@LeoFerdinandRahadian,"Gw yg kasih tanda dislike! Loe ngelupain sanering sama redominasi. Eh, barusan loe bilang engga sama ya? Tapi tadi awal video nya elo bilang bisa gagal. Yg barusan elo sebut tinggal tanya aja di AI, udah dapet semua isi video elu ini. Kalo gw boleh usul, elo nonton video Bennix dulu deh, jadi waktu elo bikin video ada referensinya yg lebih bener."
1094,2025-11-11T12:07:07Z,@oyennakal-w3v,hanya ekonom yang pro koruptor yang bilang  ngak setuju
1095,2025-11-11T13:29:30Z,@ngalorngidul3961,"Koruptornya masih pada berkuasa bro, cuman nyuci hasil korupsi mereka doang. <br>Bikin undang-undang koruptor dihukum mati dan dimiskinkan aja gak bisa berani ngajuin redenominasi. Pemerintahan prabowo gak bersih-bersih amat, orang-orangnya kebanyakan masih orang-orangnya mulyono."
1096,2025-11-11T14:29:43Z,@annmousnet903,Gak Ada hubungannya sama koruptor tolll
1097,2025-11-11T14:38:50Z,@oyennakal-w3v,@annmousnet903 lu coba mikir. selama ini koruptor itu nyimpan uang rupaih di berangkas. angap uang nya 100.000 semua sekang tiba tiba uang itu tidak laku lagi apa yang bakal di lakuin ia pasti uang itu di belanjakan. otomatis ekonomi hidup. atau dia mau tukar ke bank pasti lansung ketahuan bakal di tanya uang dari mana . ? mikir bro.
1098,2025-11-11T14:57:39Z,@MihanFamily,⁠@annmousnet903 sedih banget baca komen lu bro 😂
1099,2025-11-12T00:59:37Z,@petaniabalabal5046,"​@oyennakal-w3v masalahnya hasil korupsi sudah ditukar dollar dari dulu. Buktinya yg tertangkap, rupiah dan dolar banyakan dollarnya. Mungkin rupiah itu yg belum ditukar saja."
1100,2025-11-11T12:06:55Z,@wahyurudianto866,Tapi seumpama kita beli barang harganya ada koma nya kayak 10.500 bayarnya 10 rupiah sama 500 rupiah apa gimana ya kak?🙏🏻
1101,2025-11-11T12:28:49Z,@alichsanali,"10000 jadi 10rp<br>1000 jadi 1rp<br>500 akan hilang mata uangnya karena 1000 angka tertinggi<br>Cuma klo harga barang ada 500 gpp <br>Seperti 10,500 akan jadi 10,5"
1102,2025-11-11T12:32:13Z,@alichsanali,"Mata uang 500 koin saja sudah g berlaku kok, 1000koin saja banyak uda g mau, <br>Karena 1000 &amp; 2000 kertas uda dominan paling ganti permen 😂 atau ikhlas aja"
1103,2025-11-11T12:37:12Z,@wahyurudianto866,​@alichsanaliiya si wkwkwk
1104,2025-11-11T12:06:17Z,@Jasmani21Jasmani04-sf7cm,Menteri nya udah ga akur gimana nich.....????
1105,2025-11-11T12:06:11Z,@Iwansetiawan-y1k,"Aku sih khawatirnya buat bpk2 dan ibu2 yang g ngerti sosial media atau g ngikutin perkembangan informasi.takutnya lagi transfer 1.000 setelah aturan berlaku,malah masih keinget aturan lama 1.000.000😂pasti abis aturan berlaku bakal banyak berita kalau orang2 yang berumur 50 ketas salah transfer kebanyakan nol"
1106,2025-11-11T12:06:10Z,@RudiHermawan-r9m,Dulu gagal karna gka ada internet
1107,2025-11-11T12:06:05Z,@ianzz_z,"Tinggal sosialisasi aja... <br>Harga barang itu naik karena nilai mata uang yg melemah dgn ini efek psikologis nya bisa berdampak besar, uang yg terlihat receh terasa kuat Krn nilainya terlihat kuat, org gak akan spending gila2an juga Krn ngerasa harga barang lebih murah Krn nilai uang dan harga barang itu menyesuaikan, kenapa harga 13,7 bisa naik ke 14?. Dari dulu juga semua harga barang itu dibikin bulat, dibelakang koma itu yg ada 500 rupiah, contoh: 13,500, uang 100 rupiah 200 rupiah tu udah ga kepake, uang 500 rupiah aja udah hampir ilang, di toko2 itu penjual selalu kesulitan dgn kembalian 500 rupiah 1000 rupiah 2000 rupiah dll dan biasanya pembelinya kalo gak relain yaa beliin jajanan, tapi kalo nolnya diilangin efek psikologisnya uang 1 rupiah bisa jadi uang yg besar, kalo ada harga 13,7, dan misal uang lu 14 rupiah yaa balikin aja kan uang 1 dan 2 uang koin  jadi kembaliannya 3 koin 🤷. Malah dgn begini tidak ada pembulatan di harga barang jadi 13500 dan uang koin mungkin bisa kembali"
1108,2025-11-11T12:05:53Z,@grenox6236,suka nontonin video bang raymond karna pembahasan dan penjelasannya tapi ngga dengan visual nya yg sering pake generative ai. nonton jadi cuma buat dengerin kayak dengerin podcast sambil ngerjain hal lain
1109,2025-11-11T12:05:44Z,@belajar2992,biar uang2 cash dr kardus indomie dan apartemen2 singapura..
1110,2025-11-11T12:05:40Z,@NeoKingArthur,"Kalo gw lebih setuju kalau redenominasi itu 4 angka nol.<br><br>Jadi Rp10.000 menjadi Rp1. Ini malah lebih make sense untuk image rupiah dengan nilai tukar USD.<br><br>Daripada cuma 1 USD = Rp16,6. Mending sekalian jadi 1 USD = Rp1,66. Perbandingannya hampir 1:1.<br><br>Kalau pemangkasannya 3 digit nol saja tanggung."
1111,2025-11-11T17:50:16Z,@yulusleonard985,dikurangin 3 karena di masyarakat juga sudah ngurangin 3. Duid rupiah yang pake ya warga Indonesia bukan warga Amerika.
1112,2025-11-11T12:05:23Z,@alielkairo3981,"Harus cepat segera dieksekusi redenominasi rupiah... Kalau bisa pertengahan tahun 2026 harus selesai semua  jangan kehilangan moment <br><br>, uang yang lama harus 100 % sudah diganti uang baru .. agar negara bisa menyisir uang lama yang  palsu kemungkinan beredar di pasar .. dan agar tidak memberi waktu koruptor yang mau mencuci uang lama yang kotor atau hasil gelap.... <br><br><br>Harus cepat...juli 2026 harus tuntas dan agar semua ekonomi bisa terdeteksi masuk sistem, maka saat penukaran uang lama ke uang baru, <br><br>Uang barunya wajib di transfer ke bank oleh yang menukarkan uangnyak... Agar tidak membuat pengeluaran uang untuk biaya pembuatan uang baru.... Wajib uang baru negara atau bank harus dikonversi dan wajib ditransfer ke bank, nanti kalau sudah di transfer pemilik rekening boleh narik via ATM tapi selama masa penukaran dikasih pembatasan penarikan maximal 10 juta perhari.... Kalau mereka butuh pembayaran untuk jual beli diatas 10 wajib via transfer antar bank.... Agar PPATK dan dinas pajak bisa melacak pajak   transaksi keuangan.."
1113,2025-11-11T12:04:57Z,@LeifWyman,"Jepe 52jt di Gar uda-Ho ki-tetap happy, yang penting bikin dompet tebel pdahal cuman modal gope🤭"
1114,2025-11-11T12:04:54Z,@YouNeedProtein,"Kalau sudah yakin akan redenominasi, sebaiknya sosialisasi secepatnya. Sosialisasi pakai iklan di TV pakai lagu-lagu yang catchy seperti lagu-lagu partai dan lagu-lagu waktu kampanye pilpres dengan animasi dan penjelasan yang mudah dipahami. Terus dibantu para content creator untuk membantu sosialisasi. Pasang juga banyak baliho untuk membantu sosialisasi. Untuk daerah pedesaan bisa ditambah minta dari kepala desa untuk sosialisasi."
1115,2025-11-11T13:41:00Z,@dedeyusuf223,100.000= 100<br>10.000 = 10 <br>1.000 = 1 <br>600 = 60 sen <br>500 = 50 sen <br>100 = 10 sen
1116,2025-11-11T16:52:22Z,@mariobright,Iya.jgn anggap remeh masalah sosialisasi.
1117,2025-11-11T22:40:43Z,@ascharta4816,uang baru perbedaannya harus mencolok dengan uang lama biar masyarakat mudah membedakan
1118,2025-11-12T00:04:34Z,@agungfebriansyah3143,"@mariobrightbetul bang, rada susah sdm indo, contoh : pintu masuk tulisannya dorong malah di tarik 😢"
1119,2025-11-12T00:11:43Z,@qiaonqaa,Padahal tunggu 19 juta lapangan kerja dulu ada baru redenominasi
1120,2025-11-11T12:04:51Z,@AnastasiaAldridge,"Jepe 52jt di Gar uda-Ho ki-tetap happy, yang penting bikin dompet tebel pdahal cuman modal gope🤭"
1121,2025-11-11T12:04:44Z,@GisellaRowland,"Sekali depo, langsung ngerti kenapa banyak komentar yang rekomendasiin maen diGaruda-Ho ki🔥"
1122,2025-11-11T12:04:38Z,@RobertsonBrambah,Awalnya takut rungkad diGaruda Ho ki-tapi sekarang rasanya puas bgt karena akhirnya Maxwin 30juta👌
1123,2025-11-11T12:04:34Z,@edpwifikln9669,rekenig gw udah kena redenomisasi tinggal 100 perak
1124,2025-11-11T12:04:33Z,@MiiiWade,"Buat yang masih ragu maen diGaruda Ho ki,coba aja dulu. Nggak bakal nyesel gacor banget👍"
1125,2025-11-11T12:04:33Z,@arahandihandi428,"Penjelasan lu kurang sederhana bro 100 juta Tiba2 jadi 10 juta kan aneh malah di ulang2 yg benar itu kasih pengertian.<br>(Uang (10.000.000) 10juta)<br>(Jadi (10.000) 10 ribu) Dan remaja di pedesaan pasti bisa mengedukasi para orang tua sedangankan di perkotaan, pasti akan lebih mudah ter edukasi"
1126,2025-11-11T12:04:21Z,@JeyapalMireles,"Sumpah.Garuda Ho ki-beneran gampang banget jepe nya, bukan sekadar iklan sampah👊"
1127,2025-11-11T12:04:16Z,@BelindaJevtic,Gua pernah maenin mahjong-Garuda Ho ki 42juta gua jepe😎
1128,2025-11-11T12:04:11Z,@xyz3894,"😂 menurutku langkah ceroboh ,turunin dlu 1dollar 10rb aja dlu deh<br>Langkah besar karena hrus sosialisasi , nyetak duit baru ,nyetak coin baru tambah hancur ekonomi"
1129,2025-11-11T12:16:04Z,@teungkuibrahim3535,"setuju bnget gue amaa lu, lagian nyetak duit baruu beli baha2 ya (kertas/logam)ya boleh nyomot dri pohon psti ngambil dri apbn lg yg jatuhnya ngeberatin"
1130,2025-11-11T17:38:47Z,@yulusleonard985,nga mungkin lah. Dolar IDR itu tergantung expor impornya kita. Kalau kita masih makan gandum (Indomie) naik mobil (Bensin impor dari luar) atau makan tempe (kedelai Amerika) nga bakal sampe 10 rebuan
1131,2025-11-11T12:04:11Z,@CedricJefaza,Ngopi sambil muter diGaruda Hoki jepi 35jt juga Manteeb bat🐼
1132,2025-11-11T12:03:59Z,@KarymLefrock,"Sekali depo, langsung ngerti kenapa banyak komentar yang rekomendasiin maen diGaruda-Ho ki🔥"
1133,2025-11-11T12:03:56Z,@FirmanOki,Oh geng purbaya nyari koruptor biar panik
1134,2025-11-11T12:03:53Z,@KatarynaProsser,Sehari gua bisa jepe puluhan juta.di Ga ruda-Ho ki-Gila si😭
1135,2025-11-11T12:03:48Z,@AnaisBatts,"Jepe 52jt di Gar uda-Ho ki-tetap happy, yang penting bikin dompet tebel pdahal cuman modal gope🤭"
1136,2025-11-11T12:03:35Z,@Rdf-m9o,"Dan BI juga hrus menggjot penggunn qris.uang digital.atau <a href=""http://sebagainya.no/"">sebagainya.no</a> 1 sosialisasi..."
1137,2025-11-11T12:03:35Z,@joya_shorts_video-l8p,"Ini pembahasan yang jarang banget dibahas sejujur ini, mantap! abis ini mau santai dulu di b.b.c.a.4.d biar otak gak ngebul 😅"
1138,2025-11-11T12:03:10Z,@NurAhmad-h5m6m,"Ini bagus karena para koruptor akan pusing mau menukarkan uangnya, dari mana uang mereka berasal dan memperolehnya kalau mereka di usut pasti mereka gag bisa ngelak tuh 😂"
1139,2025-11-11T12:02:13Z,@setaniblis123,semakin miskin saja 😅😅rakyat udah cape cape nabung puluhan tahun eeehh tiba tiba nolnya di hapus 😂😂😂trus 5 tahun lagi nolnya di tambah lagi 😂😂😂kapan rakyat mau kaya kalau begini😂😂😂jadi negara ga punya p3ndirian sama sskali😂😂😂
1140,2025-11-11T12:01:27Z,@amirhasan6100,"Beda bos dulu sm sekarang, pemerintahnya jg SDH berbeda, indonesia sdh menuju maju"
1141,2025-11-11T12:01:13Z,@NopitNopit-o2k,"REDONOMINASI, wajib dilakukan, demi harga diri bangsa, hanya para koruptor, mafia, dan penampung cuci uang yg tidak suka REDONOMINASI"
1142,2025-11-11T12:01:03Z,@armored.angels,Yuk beli emas ama dollar yuk 😂<br>Itu inflasi terselubung kok 😂
1143,2025-11-11T12:00:26Z,@martinjack2623,semoga saja gagasan pk purbaya bisa jadi membawa perubahan karna uang rupiah cuma gede nama doang jika di belikan barang sembako tida ada harganya
1144,2025-11-11T11:59:25Z,@vidiadyatma,1965 itu bkan redenominasi tetapi itu sanering🙏🏻
1145,2025-11-11T11:59:14Z,@hendrykei-g3h,"bang emang bener soeharto bertahan selama 32 tahun jadi RI 1 ? itu karena dia  mampu menekan harga pangan, makanya di zaman beliau harga pangan lebih terjangkau. <br>bahas sih bang."
1146,2025-11-11T11:58:17Z,@BudiUtomo-o8t,Adili dulu Jokowi baru redenominasi
1147,2025-11-11T13:08:26Z,@Rio1-r1n,Lu otak di dengkul bro apa masalahnya sama Jokowi
1148,2025-11-11T11:58:17Z,@ubaiub7251,Pinjam dulu 100 😅
1149,2025-11-11T11:58:12Z,@tyaspuji7185,"Setuju dg redenominasi,0 angka dibelakangnya dihapus,tp warna uang dan gambarnya tetap,biar Masyarakat nggak heboh dan bingung 🙏"
1150,2025-11-11T13:26:16Z,@tblox3217,Betul apalagi rakyat Indonesia kan ga semua pinter/melek informasi aplgi yg dipelosok2 ksian klo mrk smpe bingung
1151,2025-11-11T13:27:40Z,@dedeyusuf223,100.000 = 100 <br>10.000 = 10<br>1.000 = 1<br>700= 70 sen <br>500 = 50 sen <br>100= 10 sen
1152,2025-11-11T13:33:55Z,@Chalifahap,Betul bgt
1153,2025-11-11T14:08:13Z,@icymens8737,"Daripada nambahin &quot;k&quot;mulu, mending sekalian dihilangkan,  apalagi didesa nyebut jt itu ribu, 1 jt satu ribu, 2 jt dua ribu😂😂😂"
1154,2025-11-11T14:30:51Z,@abaninejad7360,"​@icymens8737klo nyebut ribu itu lebih ke transaksi barang2 seni,antik , langka ataupun mistis... misal nya jualan batu cincin, keris,benda pusaka,hewan hias, hewan langka... tapi klo bidang lainnya tetap nyebut nya juta"
1155,2025-11-11T11:58:04Z,@FirmanOki,Naikin umr dulu aja lah
1156,2025-11-11T11:57:27Z,@HengkiHengki-o6c,"Thn 65 sy sdh usia 11thn waktu itu uang rupiah benar sdh tdk berharga sama sekali waktu uang dirubah 1000jadi 1 rupiah malah barang2 naik drastis semoga jngn terulang sperti thn 65,purbaya ingin jadi wakil presiden atau presiden,hati2."
1157,2025-11-11T11:56:29Z,@rosyadi5290,Cek dibalik batu.<br>Menurut kalian apa alasan lain dibalik mereka melakukan itu?
1158,2025-11-11T11:56:29Z,@suryatamanakano,10 ribu ya 10 ribu bukan 10 perak wkwkwkwk  saya yakin  cerdas pak purbaya
1159,2025-11-11T11:56:14Z,@intaanawaw,"Kayaknya agak sulit di implementasikan ke rakyat menengah kebawah ya. Meskipun banyak yg bilang mudah lewat sosmed. Tapi tradisional market atau pasar itu transaksi masih pake cash, gak ada pake qris. Yg jualan kangkung, cabe, sawi, apalagi yg mbah mbah. Gimana mereka bisa ngerti soal itu? Oke lah nilai uangnya sama. Trus 500 rupiah dikemanain? Padahal mereka jual juga bisa 1500, 2500. Apalagi misal di toko/supermarket yg masih ada kembalian 200 atau 300 rupiah pake apa? Permen?"
1160,2025-11-11T11:54:34Z,@aldijoe6347,saya malah lebih setuju redenominasi rupiah. kalau bisa ada uang Rp.1.000 yg jadi hitungan Rp1.000.000 di jaman sekarang.
1161,2025-11-11T11:54:30Z,@irdinamarsyanazifaofficial,Udah tanyang @RaymondChins
1162,2025-11-11T11:54:06Z,@soeratman4626,Setuju biar uang yang pada sembunyi keluar semua. dan daya beli makin meningkat
1163,2025-11-11T11:54:02Z,@AbbiAbii,gw tuh punya ide kenapa ga pelan2 jadi di angka depan di gedein dulu jadi 50ribu 50nya gede 000kecil 50ooo jadi biar orang kebiasa liat angka depanya
1164,2025-11-11T11:53:59Z,@RamAchBsc,0.1 + 0.2 != 0.3
1165,2025-11-11T11:53:06Z,@delvidezura,Ganti nama mata uang
1166,2025-11-11T11:56:12Z,@delvidezura,Ganti nama mata uang biar gak gagal
1167,2025-11-11T11:52:34Z,@kardinalminangkabawi4979,Waw
1168,2025-11-11T11:51:56Z,@namuratechnik8246,"Hati hati cara penjajah.<br>Hati hati teori inflasi,IMF,kejahatan kemanusuaan dimuka bumi.<br>Rakyat dihutangi riba.<br>Sistim bank dunia,menjerat dcngan hutang riba semua manusia.<br>Penggarong nilai uang dunia."
1169,2025-11-11T11:51:37Z,@imanuellramadhan786,Anak gw baru LAHIR begitu Punya akta Udah HARUS bayar HUTANG woooossshhhh.
1170,2025-11-11T11:51:19Z,@raficrafty,"Intinya, &quot;sisi buruk&quot; utamanya adalah risiko eksekusi. Jika timing-nya salah, sosialisasi gagal, ekonomi dasarnya belum kuat, atau kepercayaan publik sedang tipis, proyek yang tujuannya baik (efisiensi [<a href=""https://www.youtube.com/watch?v=II3bBGHCL_g&amp;t=161"">02:41</a>] dan branding [<a href=""https://www.youtube.com/watch?v=II3bBGHCL_g&amp;t=203"">03:23</a>]) ini bisa berbalik menjadi bencana dan mengulang kegagalan tahun 1965."
1171,2025-11-11T11:51:15Z,@ExAnonim-d1z,Pengamat Abal Abal..😂😂
1172,2025-11-11T11:50:31Z,@KatekUtangBanyakDuit2025,Kapan Indonesia melaksanakan redominasi ga ada beritanya yg ada dl ada kebijakan snering beda dg redominasi
1173,2025-11-11T11:47:28Z,@nancywibowo8632,"REDENOMINASI ITU BEDA DENGAN SANERING.<br>Tahun 1965 itu SANERING.<br>Contoh Redenominasi seperti TURKI, KOREA SELATAN."
1174,2025-11-11T11:47:27Z,@leonard.shelby,"menurut gua nama mata uang perlu di ubah juga ,streotipe orang luar nyamain kita kek india 😂"
1175,2025-11-11T11:47:06Z,@Rayfireful,"Menarik sih kalo emang mau beneran dijalanin, jangankan sebelum diterapin, pejabat yg menolak keras program ini juga udah bisa dicurigai sebagai koruptor"
1176,2025-11-11T13:43:06Z,@dedeyusuf223,100.000 = 100<br>10.000 = 10<br>500 = 50 sen <br>400 =40 sen <br>100 = 10 sen
1177,2025-11-11T14:22:29Z,@ernawati-mx9tg,betul sekali...para koruptor kepanasan 😂😂😂
1178,2025-11-11T15:26:42Z,@zaidanhibar8535,apa hubungannya sama koruptor?
1179,2025-11-11T15:32:32Z,@Rayfireful,​@zaidanhibar8535lah ga nonton videonya apa gimana?
1180,2025-11-11T15:37:52Z,@zaidanhibar8535,"@Rayfireful videonya juga salah kalau bilang biar uang koruptor pada keluar, lu kritis juga dong masa nelan mentah - mentah."
